,Name,Retail,Groc,Transit,Workplace,Res,Park
0,AU,-37,-4,-59,-39,+20,-33
1,Australian Capital Territory,-37,+12,-56,-46,+24,+15
2,New South Wales,-40,-3%,-58,-41,+20,-27
3,Northern Territory,-21,+10,-42,-15,+13,-12
4,Queensland,-33,-6%,-59,-35,+17,-31
5,South Australia,-33,+0%,-51,-31,+16,-32
6,Tasmania,-51,-24,-65,-34,+20,-69
7,Victoria,-41,-9%,-68,-43,+23,-47
8,Western Australia,-33,-3%,-57,-33,+18,-28
