,Name,Retail,Groc,Transit,Workplace,Res,Park
0,ZA,-71,-38,-78,-70,+38,-45
1,Eastern Cape,-74,-41,-76,-66,+33,-22
2,Free State,-71,-35,-58,-61,+33,-47
3,Gauteng,-71,-38,-80,-75,+42,-59
4,KwaZulu-Natal,-71,-41,-79,-66,+35,-27
5,Limpopo,-64,-44,-69,-62,+32,-6%
6,Mpumalanga,-67,-37,-60,-58,+32,-23
7,North West,-70,-39,-60,-63,+35,-31
8,Northern Cape,-66,-39,-72,-57,+32,-31
9,Western Cape,-76,-43,-84,-74,+38,-77
