,Name,Retail,Groc,Transit,Workplace,Res,Park
0,DK,-26,-6,-50,-45,+15,+127
1,Capital Region of Denmark,-37,-7%,-57,-53,+18,+10
2,Central Denmark Region,-25,-9%,-46,-43,+14,+16
3,North Denmark Region,-25,-2%,-40,-41,+13,+10
4,Region Zealand,-13,-6%,-46,-43,+13,+18
5,Region of Southern Denmark,-20,-6%,-46,-40,+13,+12
