,Name,Retail,Groc,Transit,Workplace,Res,Park
0,AE,-73,-45,-84,-48,+23,-85
1,Abu Dhabi,-62,-32,-82,-40,+20,-78
2,Ajman,-60,-40,-54,-40,+21,-91
3,Dubai,-84,-56,-85,-58,+27,-88
4,Fujairah,-54,-36,Not,-26,+18,-64
5,Ras al Khaimah,-57,-31,-74,-30,+18,-68
6,Sharjah,-63,-44,-80,-39,+20,-90
7,Umm Al Quawain,-56,-39,Not,-22,+19,Not
