,Name,Retail,Groc,Transit,Workplace,Res,Park
0,BB,-70,-45,-80,-71,+35,-63
1,Christ Church,-78,-55,-86,-72,+17,-70
2,Saint George,-35,Not,Not,-69,Not,-42
3,Saint James,-93,-10,Not,-73,Not,Not
4,Saint John,Not,Not,Not,-65,Not,Not
5,Saint Lucy,Not,Not,Not,-68,Not,Not
6,Saint Michael,-74,-49,-76,-70,+14,-71
7,Saint Peter,-75,-12,Not,-73,Not,Not
8,Saint Philip,-85,-10,Not,-70,Not,Not
9,Saint Thomas,-40,Not,Not,-68,Not,Not
