,Name,Retail,Groc,Transit,Workplace,Res,Park
0,AT,-65,-16,-58,-52,+20,-10
1,Burgenland,-57,-17,-33,-49,+19,+35
2,Carinthia,-61,-19,-47,-48,+18,-18
3,Lower Austria,-58,-8%,-62,-51,+20,+42
4,Salzburg,-72,-27,-66,-51,+19,-45
5,Styria,-63,-19,-56,-50,+20,-11
6,Tyrol,-73,-30,-63,-51,+19,-46
7,Upper Austria,-60,-13,-55,-49,+19,+28
8,Vienna,-69,-13,-60,-60,+22,+4%
9,Vorarlberg,-61,-17,-64,-46,+19,-38
