,Name,Retail,Groc,Transit,Workplace,Res,Park
0,US,-45,-4,-57,-40,+15,+45
1,Bristol County,-47,-36,Not,-39,+22,Not
2,Kent County,-42,+3%,-69,-38,+13,+72
3,Newport County,-43,-8%,-41,-40,+24,-1%
4,Providence County,-48,-7%,-56,-42,+15,+52
5,Washington County,-39,-7%,-40,-33,+14,+91
