,Name,Retail,Groc,Transit,Workplace,Res,Park
0,US,-55,-29,-74,-47,+18,-66
1,Hawaii County,-56,-34,-89,-42,+16,-72
2,Honolulu County,-52,-24,-70,-46,+19,-62
3,Kauai County,-67,-50,-89,-47,+22,-73
4,Maui County,-65,-37,-88,-54,+20,-76
